clave_ent,nivel_ent,año,trimestre,itlp_is,TLP,ingreso_INPC,ingreso_canasta_ali,desagregacion,año_base_itlp
5,Coahuila,2015,3,1.2183,31,3134.33,3259.86,Estatal,1T20
6,Colima,2015,3,1.1351,29.8,3190.11,3318.2,Estatal,1T20
7,Chiapas,2015,3,1.0448,71,1356.93,1412.86,Estatal,1T20
8,Chihuahua,2015,3,1.2623,30.9,3168.41,3296.3,Estatal,1T20
9,Ciudad de México,2015,3,1.0984,31.9,3797.16,3947.86,Estatal,1T20
10,Durango,2015,3,1.2264,42.4,2302.3,2397.09,Estatal,1T20
11,Guanajuato,2015,3,1.3451,44.7,2164.75,2254.15,Estatal,1T20
12,Guerrero,2015,3,1.1852,66.8,1359.46,1414.76,Estatal,1T20
13,Hidalgo,2015,3,0.9575,44.7,2103.07,2191.34,Estatal,1T20
14,Jalisco,2015,3,1.3147,31.4,2910.27,3027.56,Estatal,1T20
15,Estado de México,2015,3,1.2173,42.3,2301.29,2393.86,Estatal,1T20
16,Michoacán,2015,3,1.452,46.4,2191.34,2281.08,Estatal,1T20
17,Morelos,2015,3,1.1692,54.4,1744.94,1816.24,Estatal,1T20
18,Nayarit,2015,3,1.2372,39.3,2516.73,2619.61,Estatal,1T20
19,Nuevo León,2015,3,1.2674,25.6,3254.41,3384.58,Estatal,1T20
20,Oaxaca,2015,3,1.0976,64.5,1396.56,1454.87,Estatal,1T20
21,Puebla,2015,3,1.2335,52.9,1913.09,1991.1,Estatal,1T20
22,Querétaro,2015,3,1.1425,39.8,2483.72,2585.68,Estatal,1T20
23,Quintana Roo,2015,3,1.1758,32.7,3346.6,3480.17,Estatal,1T20
24,San Luis Potosí,2015,3,1.2856,56.5,1938.8,2017.9,Estatal,1T20
25,Sinaloa,2015,3,1.1968,30.9,3219.08,3349.82,Estatal,1T20
26,Sonora,2015,3,1.1348,30.7,3101.14,3225.99,Estatal,1T20
27,Tabasco,2015,3,0.9088,37.7,2416.85,2517.98,Estatal,1T20
28,Tamaulipas,2015,3,1.2635,41.8,2455.72,2554.3,Estatal,1T20
29,Tlaxcala,2015,3,1.1415,53.2,1877.58,1954.17,Estatal,1T20
30,Veracruz,2015,3,1.0734,53.2,1916.66,1995.96,Estatal,1T20
31,Yucatán,2015,3,1.2198,42.3,2553.25,2656.1,Estatal,1T20
32,Zacatecas,2015,3,1.1619,55.6,1810.49,1885.21,Estatal,1T20
1,Aguascalientes,2015,4,1.2709,38.9,2511.24,2613.14,Estatal,1T20
2,Baja California,2015,4,1.2806,26.6,3162.68,3289.49,Estatal,1T20
3,Baja California Sur,2015,4,1.1416,18.8,4082.9,4248,Estatal,1T20
4,Campeche,2015,4,0.9373,39.1,2800.87,2913.95,Estatal,1T20
5,Coahuila,2015,4,1.2083,30.7,3086,3209.72,Estatal,1T20
6,Colima,2015,4,1.1239,29.5,3174.32,3301.82,Estatal,1T20
7,Chiapas,2015,4,1.0511,71.4,1315.13,1369.35,Estatal,1T20
8,Chihuahua,2015,4,1.148,28.1,3328.42,3463.17,Estatal,1T20
9,Ciudad de México,2015,4,1.2262,35.6,3384.75,3519.26,Estatal,1T20
10,Durango,2015,4,1.2053,41.7,2268.65,2361.99,Estatal,1T20
11,Guanajuato,2015,4,1.3005,43.3,2272.04,2365.29,Estatal,1T20
12,Guerrero,2015,4,1.1582,65.3,1360.95,1416.35,Estatal,1T20
13,Hidalgo,2015,4,0.969,45.3,2157.49,2247.97,Estatal,1T20
14,Jalisco,2015,4,1.2647,30.2,2934.04,3052.26,Estatal,1T20
15,Estado de México,2015,4,1.2171,42.3,2360.58,2455.71,Estatal,1T20
16,Michoacán,2015,4,1.423,45.5,2146.59,2234.26,Estatal,1T20
17,Morelos,2015,4,1.2205,56.8,1691.32,1760.19,Estatal,1T20
18,Nayarit,2015,4,1.1822,37.6,2576.46,2681.66,Estatal,1T20
19,Nuevo León,2015,4,1.2988,26.2,3320.27,3452.96,Estatal,1T20
20,Oaxaca,2015,4,1.052,61.8,1469.16,1530.35,Estatal,1T20
21,Puebla,2015,4,1.2507,53.6,1926.29,2004.69,Estatal,1T20
22,Querétaro,2015,4,1.1222,39,2453.78,2554.46,Estatal,1T20
23,Quintana Roo,2015,4,1.123,31.2,3344.84,3478.45,Estatal,1T20
24,San Luis Potosí,2015,4,1.2097,53.2,2069.24,2153.72,Estatal,1T20
25,Sinaloa,2015,4,1.1867,30.6,3176.5,3305.51,Estatal,1T20
26,Sonora,2015,4,1.1043,29.9,3174.92,3302.9,Estatal,1T20
27,Tabasco,2015,4,0.9861,40.9,2329.6,2426.47,Estatal,1T20
28,Tamaulipas,2015,4,1.2368,40.9,2493.42,2593.44,Estatal,1T20
29,Tlaxcala,2015,4,1.0953,51.1,1903.73,1981.21,Estatal,1T20
30,Veracruz,2015,4,1.1116,55.1,1830.6,1905.96,Estatal,1T20
31,Yucatán,2015,4,1.2442,43.1,2440.56,2538.8,Estatal,1T20
32,Zacatecas,2015,4,1.1676,55.9,1824.83,1899.8,Estatal,1T20
1,Aguascalientes,2016,1,1.2947,39.6,2508.34,2567.1,Estatal,1T20
2,Baja California,2016,1,1.2587,26.1,3189.84,3264.67,Estatal,1T20
3,Baja California Sur,2016,1,1.2436,20.5,4093.9,4189.89,Estatal,1T20
4,Campeche,2016,1,0.9361,39.1,2754.47,2819.03,Estatal,1T20
5,Coahuila,2016,1,1.1949,30.4,3079.36,3151.59,Estatal,1T20
6,Colima,2016,1,1.1149,29.3,3258.88,3335.32,Estatal,1T20
7,Chiapas,2016,1,1.0172,69.1,1419.72,1452.93,Estatal,1T20
8,Chihuahua,2016,1,1.2168,29.8,3235.55,3311.41,Estatal,1T20
9,Ciudad de México,2016,1,1.1894,34.6,3431.28,3511.83,Estatal,1T20
10,Durango,2016,1,1.1514,39.8,2275.39,2328.65,Estatal,1T20
11,Guanajuato,2016,1,1.2046,40.1,2278.73,2332.06,Estatal,1T20
12,Guerrero,2016,1,1.1359,64,1447.71,1481.62,Estatal,1T20
13,Hidalgo,2016,1,1.0027,46.8,2076.54,2125.05,Estatal,1T20
14,Jalisco,2016,1,1.2254,29.3,2983.83,3053.79,Estatal,1T20
15,Estado de México,2016,1,1.1986,41.7,2332.77,2387.47,Estatal,1T20
16,Michoacán,2016,1,1.3972,44.7,2205.83,2257.49,Estatal,1T20
17,Morelos,2016,1,1.1466,53.4,1876.56,1920.53,Estatal,1T20
18,Nayarit,2016,1,1.1348,36.1,2683.76,2746.61,Estatal,1T20
19,Nuevo León,2016,1,1.3596,27.5,3198.67,3273.72,Estatal,1T20
20,Oaxaca,2016,1,1.0979,64.5,1358.22,1389.99,Estatal,1T20
21,Puebla,2016,1,1.2299,52.7,1909.47,1954.2,Estatal,1T20
22,Querétaro,2016,1,1.0468,36.4,2640.48,2702.31,Estatal,1T20
23,Quintana Roo,2016,1,1.0478,29.1,3465.54,3546.85,Estatal,1T20
24,San Luis Potosí,2016,1,1.2374,54.4,2015.79,2063.01,Estatal,1T20
25,Sinaloa,2016,1,1.1633,30,2894.03,2961.8,Estatal,1T20
26,Sonora,2016,1,1.2228,33.1,3138.91,3212.52,Estatal,1T20
27,Tabasco,2016,1,0.9856,40.9,2332.08,2386.61,Estatal,1T20
28,Tamaulipas,2016,1,1.2181,40.3,2583.67,2644.27,Estatal,1T20
29,Tlaxcala,2016,1,1.1137,51.9,1935.13,1980.45,Estatal,1T20
30,Veracruz,2016,1,1.1328,56.2,1855.09,1898.49,Estatal,1T20
31,Yucatán,2016,1,1.2538,43.5,2471.03,2528.98,Estatal,1T20
32,Zacatecas,2016,1,1.221,58.4,1786.68,1828.51,Estatal,1T20
1,Aguascalientes,2016,2,1.2669,38.8,2614.64,2684.76,Estatal,1T20
2,Baja California,2016,2,1.1898,24.7,3297.45,3383.99,Estatal,1T20
3,Baja California Sur,2016,2,1.2744,21,4047.52,4154.62,Estatal,1T20
4,Campeche,2016,2,0.9527,39.8,2716.84,2789.07,Estatal,1T20
5,Coahuila,2016,2,1.2147,30.9,3119.83,3201.83,Estatal,1T20
6,Colima,2016,2,1.1156,29.3,3226.27,3311.22,Estatal,1T20
7,Chiapas,2016,2,1.0273,69.8,1332.74,1369.24,Estatal,1T20
8,Chihuahua,2016,2,1.0275,25.2,3537.09,3630.75,Estatal,1T20
9,Ciudad de México,2016,2,1.2343,35.9,3402.4,3490.67,Estatal,1T20
10,Durango,2016,2,1.1346,39.2,2346.17,2409.8,Estatal,1T20
11,Guanajuato,2016,2,1.1758,39.1,2430.58,2496.56,Estatal,1T20
12,Guerrero,2016,2,1.1441,64.5,1434.87,1473.5,Estatal,1T20
13,Hidalgo,2016,2,1.0085,47.1,2042.77,2099.92,Estatal,1T20
14,Jalisco,2016,2,1.2281,29.4,2942.69,3020.36,Estatal,1T20
15,Estado de México,2016,2,1.1191,38.9,2355.92,2418.08,Estatal,1T20
16,Michoacán,2016,2,1.3322,42.6,2242.64,2302.93,Estatal,1T20
17,Morelos,2016,2,1.1282,52.5,1798.31,1846.37,Estatal,1T20
18,Nayarit,2016,2,1.1444,36.4,2648.3,2719.94,Estatal,1T20
19,Nuevo León,2016,2,1.3014,26.3,3482.44,3573.59,Estatal,1T20
20,Oaxaca,2016,2,1.0552,62,1429.65,1469.33,Estatal,1T20
21,Puebla,2016,2,1.1884,51,1928.48,1980.17,Estatal,1T20
22,Querétaro,2016,2,1.0797,37.6,2514.86,2583.02,Estatal,1T20
23,Quintana Roo,2016,2,1.0316,28.7,3559.04,3652.36,Estatal,1T20
24,San Luis Potosí,2016,2,1.249,54.9,2088.96,2145.37,Estatal,1T20
25,Sinaloa,2016,2,1.2092,31.2,2937.01,3015.97,Estatal,1T20
26,Sonora,2016,2,1.1106,30,3322.58,3410.65,Estatal,1T20
27,Tabasco,2016,2,0.9736,40.4,2282.19,2345.49,Estatal,1T20
28,Tamaulipas,2016,2,1.1983,39.6,2623.03,2692.01,Estatal,1T20
29,Tlaxcala,2016,2,1.0548,49.2,1998.38,2052.19,Estatal,1T20
30,Veracruz,2016,2,1.1164,55.4,1850.06,1900.5,Estatal,1T20
31,Yucatán,2016,2,1.2058,41.8,2536.46,2603.47,Estatal,1T20
32,Zacatecas,2016,2,1.1061,52.9,1929.45,1981.99,Estatal,1T20
1,Aguascalientes,2016,3,1.1628,35.6,2601.07,2687.75,Estatal,1T20
2,Baja California,2016,3,1.1342,23.6,3516.97,3632.22,Estatal,1T20
3,Baja California Sur,2016,3,1.2982,21.4,4150.31,4286.99,Estatal,1T20
4,Campeche,2016,3,0.9277,38.7,2677.23,2766.09,Estatal,1T20
5,Coahuila,2016,3,1.0932,27.8,3249.04,3355.4,Estatal,1T20
6,Colima,2016,3,1.0217,26.9,3242.38,3348.94,Estatal,1T20
7,Chiapas,2016,3,1.0135,68.9,1362.93,1409.58,Estatal,1T20
8,Chihuahua,2016,3,1.0019,24.6,3680.86,3802.62,Estatal,1T20
9,Ciudad de México,2016,3,1.1783,34.2,3672.31,3790.76,Estatal,1T20
10,Durango,2016,3,1.0847,37.5,2364.44,2444.78,Estatal,1T20
11,Guanajuato,2016,3,1.2432,41.4,2250.49,2327.15,Estatal,1T20
12,Guerrero,2016,3,1.1416,64.3,1361.53,1407.07,Estatal,1T20
13,Hidalgo,2016,3,0.8867,41.4,2183.78,2260.53,Estatal,1T20
14,Jalisco,2016,3,1.1914,28.5,3014.02,3113.41,Estatal,1T20
15,Estado de México,2016,3,1.0969,38.1,2526.07,2609.14,Estatal,1T20
16,Michoacán,2016,3,1.3412,42.9,2224.7,2299.55,Estatal,1T20
17,Morelos,2016,3,1.1094,51.6,1872.64,1934.96,Estatal,1T20
18,Nayarit,2016,3,1.1178,35.5,2715.79,2807.93,Estatal,1T20
19,Nuevo León,2016,3,1.1944,24.1,3396.31,3507.04,Estatal,1T20
20,Oaxaca,2016,3,1.1029,64.8,1377.22,1425.05,Estatal,1T20
21,Puebla,2016,3,1.1627,49.9,2012.68,2080.06,Estatal,1T20
22,Querétaro,2016,3,1.1444,39.8,2562.55,2649.11,Estatal,1T20
23,Quintana Roo,2016,3,0.9876,27.4,3550.42,3666.39,Estatal,1T20
24,San Luis Potosí,2016,3,1.1187,49.2,2194.97,2269.25,Estatal,1T20
25,Sinaloa,2016,3,1.2112,31.2,2835.55,2930.82,Estatal,1T20
26,Sonora,2016,3,1.1956,32.3,3125.05,3228.03,Estatal,1T20
27,Tabasco,2016,3,1.008,41.8,2183.08,2259.28,Estatal,1T20
28,Tamaulipas,2016,3,1.144,37.8,2734.39,2824.06,Estatal,1T20
29,Tlaxcala,2016,3,1.0621,49.5,1964.64,2030.63,Estatal,1T20
30,Veracruz,2016,3,1.0937,54.2,1828.68,1891.22,Estatal,1T20
31,Yucatán,2016,3,1.1649,40.4,2584.45,2669.5,Estatal,1T20
32,Zacatecas,2016,3,1.0816,51.8,1922.05,1987.98,Estatal,1T20
1,Aguascalientes,2016,4,1.1632,35.6,2559.27,2632.38,Estatal,1T20
2,Baja California,2016,4,1.1425,23.7,3349,3444.04,Estatal,1T20
3,Baja California Sur,2016,4,1.2192,20.1,4464.32,4591.21,Estatal,1T20
4,Campeche,2016,4,0.897,37.4,2631.21,2706.18,Estatal,1T20
5,Coahuila,2016,4,1.1447,29.1,3117.08,3205.52,Estatal,1T20
6,Colima,2016,4,1.0472,27.5,3289.94,3383.34,Estatal,1T20
7,Chiapas,2016,4,1.0519,71.5,1336.92,1375.33,Estatal,1T20
8,Chihuahua,2016,4,0.956,23.4,3627.68,3730.84,Estatal,1T20
9,Ciudad de México,2016,4,1.1209,32.6,3764.97,3871.31,Estatal,1T20
10,Durango,2016,4,1.0641,36.8,2387.54,2456.03,Estatal,1T20
11,Guanajuato,2016,4,1.1954,39.8,2346.56,2413.87,Estatal,1T20
12,Guerrero,2016,4,1.1779,66.4,1353.11,1391.75,Estatal,1T20
13,Hidalgo,2016,4,0.9417,44,2121.01,2182.31,Estatal,1T20
14,Jalisco,2016,4,1.1844,28.3,3010.83,3096.41,Estatal,1T20
15,Estado de México,2016,4,1.1076,38.5,2392.95,2460.96,Estatal,1T20
16,Michoacán,2016,4,1.408,45,2172.82,2235.01,Estatal,1T20
17,Morelos,2016,4,1.1251,52.4,1807.99,1859.55,Estatal,1T20
18,Nayarit,2016,4,1.0633,33.8,2669.54,2746.11,Estatal,1T20
19,Nuevo León,2016,4,1.1576,23.4,3597.75,3699.63,Estatal,1T20
20,Oaxaca,2016,4,1.0917,64.1,1436.49,1477.95,Estatal,1T20
21,Puebla,2016,4,1.2012,51.5,1929.85,1985.05,Estatal,1T20
22,Querétaro,2016,4,1.1445,39.8,2480.09,2551.1,Estatal,1T20
23,Quintana Roo,2016,4,1.0778,30,3475.76,3574.29,Estatal,1T20
24,San Luis Potosí,2016,4,1.2345,54.2,1912.27,1967.02,Estatal,1T20
25,Sinaloa,2016,4,0.9562,24.7,3021.84,3108.34,Estatal,1T20
26,Sonora,2016,4,1.0824,29.3,3259.28,3351.97,Estatal,1T20
27,Tabasco,2016,4,1.0895,45.2,2059.2,2118.68,Estatal,1T20
28,Tamaulipas,2016,4,1.1521,38.1,2667.67,2743.4,Estatal,1T20
29,Tlaxcala,2016,4,1.0752,50.1,1949.72,2005.5,Estatal,1T20
30,Veracruz,2016,4,1.1412,56.6,1760.63,1811.27,Estatal,1T20
31,Yucatán,2016,4,1.1243,39,2649.1,2724.4,Estatal,1T20
32,Zacatecas,2016,4,1.1355,54.3,1861.05,1914.54,Estatal,1T20
1,Aguascalientes,2017,1,1.1709,35.8,2556.09,2671.48,Estatal,1T20
2,Baja California,2017,1,1.1905,24.7,3259.72,3404.63,Estatal,1T20
3,Baja California Sur,2017,1,1.0342,17,4416.02,4612.01,Estatal,1T20
4,Campeche,2017,1,0.9481,39.6,2561.76,2676.8,Estatal,1T20
5,Coahuila,2017,1,1.0463,26.6,3222.93,3365.47,Estatal,1T20
6,Colima,2017,1,1.0192,26.8,3379.01,3529.75,Estatal,1T20
7,Chiapas,2017,1,1.0272,69.8,1323.02,1383.99,Estatal,1T20
8,Chihuahua,2017,1,0.9712,23.8,3689.25,3854.13,Estatal,1T20
9,Ciudad de México,2017,1,1.0851,31.5,3575.67,3732.5,Estatal,1T20
10,Durango,2017,1,1.0786,37.3,2399.32,2508.93,Estatal,1T20
11,Guanajuato,2017,1,1.0906,36.3,2341.5,2448.57,Estatal,1T20
12,Guerrero,2017,1,1.0704,60.3,1534.24,1603.98,Estatal,1T20
13,Hidalgo,2017,1,1.1447,53.5,1875.93,1963.63,Estatal,1T20
14,Jalisco,2017,1,0.9902,23.7,3145.57,3286.25,Estatal,1T20
15,Estado de México,2017,1,1.0518,36.6,2389.51,2496.21,Estatal,1T20
16,Michoacán,2017,1,1.2543,40.1,2333.06,2438.85,Estatal,1T20
17,Morelos,2017,1,1.0533,49,1900.29,1986.21,Estatal,1T20
18,Nayarit,2017,1,1.0492,33.3,2733.15,2858,Estatal,1T20
19,Nuevo León,2017,1,1.1638,23.5,3510.06,3665.44,Estatal,1T20
20,Oaxaca,2017,1,1.1046,64.9,1388.33,1453.28,Estatal,1T20
21,Puebla,2017,1,1.193,51.2,1976.99,2066.53,Estatal,1T20
22,Querétaro,2017,1,1.1153,38.8,2626.85,2745.61,Estatal,1T20
23,Quintana Roo,2017,1,1.0161,28.2,3443.59,3595.95,Estatal,1T20
24,San Luis Potosí,2017,1,1.1464,50.4,2164.27,2262.99,Estatal,1T20
25,Sinaloa,2017,1,1.0071,26,3059.8,3198.61,Estatal,1T20
26,Sonora,2017,1,1.1016,29.8,3321.52,3469.9,Estatal,1T20
27,Tabasco,2017,1,1.0817,44.8,2143.88,2244.03,Estatal,1T20
28,Tamaulipas,2017,1,1.1836,39.1,2590.78,2705.76,Estatal,1T20
29,Tlaxcala,2017,1,1.0406,48.5,1916.56,2003.37,Estatal,1T20
30,Veracruz,2017,1,1.0825,53.7,1746.85,1827.5,Estatal,1T20
31,Yucatán,2017,1,1.142,39.6,2659.9,2778.27,Estatal,1T20
32,Zacatecas,2017,1,1.1614,55.6,1877.46,1963.82,Estatal,1T20
1,Aguascalientes,2017,2,1.2243,37.5,2554.39,2627.08,Estatal,1T20
2,Baja California,2017,2,1.2837,26.7,3371.96,3467.34,Estatal,1T20
3,Baja California Sur,2017,2,1.1151,18.4,4484.27,4610.59,Estatal,1T20
4,Campeche,2017,2,1.0469,43.7,2425.56,2494.48,Estatal,1T20
5,Coahuila,2017,2,1.154,29.3,3239.07,3330.16,Estatal,1T20
6,Colima,2017,2,1.1444,30.1,3216.4,3307.29,Estatal,1T20
7,Chiapas,2017,2,1.0418,70.8,1294.27,1331.67,Estatal,1T20
8,Chihuahua,2017,2,1.0833,26.6,3506.05,3605.09,Estatal,1T20
9,Ciudad de México,2017,2,1.0648,30.9,3719.64,3823.62,Estatal,1T20
10,Durango,2017,2,1.1005,38,2433.25,2503.1,Estatal,1T20
11,Guanajuato,2017,2,1.1114,37,2377.6,2446.26,Estatal,1T20
12,Guerrero,2017,2,1.1557,65.1,1449.16,1490.74,Estatal,1T20
13,Hidalgo,2017,2,1.017,47.5,1978.15,2036.04,Estatal,1T20
14,Jalisco,2017,2,1.0728,25.7,3024.61,3110.37,Estatal,1T20
15,Estado de México,2017,2,1.1489,39.9,2374.91,2442.31,Estatal,1T20
16,Michoacán,2017,2,1.369,43.8,2203.54,2266.57,Estatal,1T20
17,Morelos,2017,2,1.1025,51.3,1843.51,1896.26,Estatal,1T20
18,Nayarit,2017,2,1.0723,34.1,2702.85,2780.48,Estatal,1T20
19,Nuevo León,2017,2,1.2595,25.4,3379.62,3474.95,Estatal,1T20
20,Oaxaca,2017,2,1.1061,65,1375.4,1415.5,Estatal,1T20
21,Puebla,2017,2,1.162,49.8,1993.85,2051.01,Estatal,1T20
22,Querétaro,2017,2,1.2438,43.3,2422.29,2491.51,Estatal,1T20
23,Quintana Roo,2017,2,1.0498,29.2,3438.49,3535.19,Estatal,1T20
24,San Luis Potosí,2017,2,1.0915,48,2210.59,2274.15,Estatal,1T20
25,Sinaloa,2017,2,1.1252,29,3068.16,3155.91,Estatal,1T20
26,Sonora,2017,2,0.9915,26.8,3290.21,3383.34,Estatal,1T20
27,Tabasco,2017,2,1.1735,48.6,2064.47,2124.74,Estatal,1T20
28,Tamaulipas,2017,2,1.1927,39.4,2646.07,2720.64,Estatal,1T20
29,Tlaxcala,2017,2,1.0699,49.9,1959.62,2015.71,Estatal,1T20
30,Veracruz,2017,2,1.12,55.5,1782.4,1834.18,Estatal,1T20
31,Yucatán,2017,2,1.1512,39.9,2657.05,2732.11,Estatal,1T20
32,Zacatecas,2017,2,1.0325,49.4,2052.53,2111.91,Estatal,1T20
1,Aguascalientes,2017,3,1.2751,39,2382.15,2385.29,Estatal,1T20
2,Baja California,2017,3,1.3087,27.2,3259.3,3264.31,Estatal,1T20
3,Baja California Sur,2017,3,1.2285,20.2,4465.1,4472.01,Estatal,1T20
4,Campeche,2017,3,1.0362,43.2,2425.25,2428.75,Estatal,1T20
5,Coahuila,2017,3,1.1789,30,3141.48,3146.44,Estatal,1T20
6,Colima,2017,3,1.0615,27.9,3358.43,3363.48,Estatal,1T20
7,Chiapas,2017,3,1.0737,73,1242.1,1243.53,Estatal,1T20
8,Chihuahua,2017,3,1.0957,26.9,3596.6,3601.95,Estatal,1T20
9,Ciudad de México,2017,3,1.1849,34.4,3587.12,3593.14,Estatal,1T20
10,Durango,2017,3,1.1034,38.1,2470.22,2473.28,Estatal,1T20
11,Guanajuato,2017,3,1.1335,37.7,2360.91,2363.74,Estatal,1T20
12,Guerrero,2017,3,1.195,67.3,1372.62,1374.37,Estatal,1T20
13,Hidalgo,2017,3,1.1051,51.6,2014.85,2016.88,Estatal,1T20
14,Jalisco,2017,3,1.0789,25.8,3074.97,3079.34,Estatal,1T20
15,Estado de México,2017,3,1.1202,38.9,2423.06,2426.61,Estatal,1T20
16,Michoacán,2017,3,1.4057,44.9,2201.99,2204.9,Estatal,1T20
17,Morelos,2017,3,1.1217,52.2,1832.67,1835.11,Estatal,1T20
18,Nayarit,2017,3,1.1543,36.7,2655.86,2659.25,Estatal,1T20
19,Nuevo León,2017,3,1.2459,25.2,3521.97,3527.5,Estatal,1T20
20,Oaxaca,2017,3,1.1313,66.4,1366.27,1367.58,Estatal,1T20
21,Puebla,2017,3,1.2429,53.3,1946.76,1949.34,Estatal,1T20
22,Querétaro,2017,3,1.2554,43.7,2325.53,2328.5,Estatal,1T20
23,Quintana Roo,2017,3,0.9871,27.4,3580.88,3586.56,Estatal,1T20
24,San Luis Potosí,2017,3,1.0728,47.1,2352.52,2355.62,Estatal,1T20
25,Sinaloa,2017,3,1.0742,27.7,2952.76,2956.6,Estatal,1T20
26,Sonora,2017,3,1.1388,30.8,3170.97,3175.63,Estatal,1T20
27,Tabasco,2017,3,1.2475,51.7,1957.61,1959.49,Estatal,1T20
28,Tamaulipas,2017,3,1.2048,39.8,2507.78,2511.73,Estatal,1T20
29,Tlaxcala,2017,3,1.0424,48.6,2030.15,2032.74,Estatal,1T20
30,Veracruz,2017,3,1.1681,57.9,1735.01,1736.89,Estatal,1T20
31,Yucatán,2017,3,1.158,40.1,2589.56,2593.45,Estatal,1T20
32,Zacatecas,2017,3,1.0986,52.6,1947.26,1949.47,Estatal,1T20
1,Aguascalientes,2017,4,1.2612,38.6,2380.61,2413.33,Estatal,1T20
2,Baja California,2017,4,1.2404,25.8,3325.71,3371.18,Estatal,1T20
3,Baja California Sur,2017,4,1.1023,18.1,4400.03,4460.21,Estatal,1T20
4,Campeche,2017,4,0.9929,41.4,2512.73,2547.15,Estatal,1T20
5,Coahuila,2017,4,1.1362,28.9,3162.82,3206.04,Estatal,1T20
6,Colima,2017,4,1.0165,26.7,3348.94,3394.78,Estatal,1T20
7,Chiapas,2017,4,1.0821,73.5,1233.92,1250.91,Estatal,1T20
8,Chihuahua,2017,4,1.0467,25.7,3472,3519.56,Estatal,1T20
9,Ciudad de México,2017,4,1.3497,39.2,3234.82,3278.94,Estatal,1T20
10,Durango,2017,4,1.1379,39.3,2334.2,2366.32,Estatal,1T20
11,Guanajuato,2017,4,1.1401,37.9,2482.89,2517.07,Estatal,1T20
12,Guerrero,2017,4,1.1853,66.8,1349,1367.56,Estatal,1T20
13,Hidalgo,2017,4,1.1142,52,1911.86,1938.31,Estatal,1T20
14,Jalisco,2017,4,1.1357,27.2,3030.35,3071.84,Estatal,1T20
15,Estado de México,2017,4,1.1306,39.3,2366.68,2399.08,Estatal,1T20
16,Michoacán,2017,4,1.2982,41.5,2246.37,2277.27,Estatal,1T20
17,Morelos,2017,4,1.1333,52.7,1775.6,1800,Estatal,1T20
18,Nayarit,2017,4,1.0324,32.8,2866.95,2906.35,Estatal,1T20
19,Nuevo León,2017,4,1.2316,24.9,3343.57,3389.27,Estatal,1T20
20,Oaxaca,2017,4,1.1355,66.7,1339.92,1358.43,Estatal,1T20
21,Puebla,2017,4,1.1733,50.3,1971.98,1999.09,Estatal,1T20
22,Querétaro,2017,4,1.207,42,2475.39,2509.39,Estatal,1T20
23,Quintana Roo,2017,4,1.0744,29.9,3514.8,3562.82,Estatal,1T20
24,San Luis Potosí,2017,4,1.0881,47.8,2187.11,2217.16,Estatal,1T20
25,Sinaloa,2017,4,1.038,26.8,3007.93,3049.29,Estatal,1T20
26,Sonora,2017,4,0.9901,26.8,3271.93,3316.75,Estatal,1T20
27,Tabasco,2017,4,1.2411,51.4,1964.28,1991.44,Estatal,1T20
28,Tamaulipas,2017,4,1.2195,40.3,2577.47,2612.69,Estatal,1T20
29,Tlaxcala,2017,4,1.0304,48.1,1982.19,2009.41,Estatal,1T20
30,Veracruz,2017,4,1.1451,56.8,1742.43,1766.48,Estatal,1T20
31,Yucatán,2017,4,1.1861,41.1,2616.45,2652.26,Estatal,1T20
32,Zacatecas,2017,4,1.0484,50.2,1950.76,1977.64,Estatal,1T20
1,Aguascalientes,2018,1,1.2118,37.1,2454.56,2515.63,Estatal,1T20
2,Baja California,2018,1,1.1476,23.8,3474.56,3559.54,Estatal,1T20
3,Baja California Sur,2018,1,1.2031,19.8,4397.09,4504.7,Estatal,1T20
4,Campeche,2018,1,1.0197,42.5,2468.91,2529.7,Estatal,1T20
5,Coahuila,2018,1,1.1389,28.9,3116.76,3192.91,Estatal,1T20
6,Colima,2018,1,1.0288,27,3525.32,3611.83,Estatal,1T20
7,Chiapas,2018,1,1.0398,70.6,1292.65,1325.02,Estatal,1T20
8,Chihuahua,2018,1,1.0917,26.8,3380.67,3463.89,Estatal,1T20
9,Ciudad de México,2018,1,1.1073,32.2,3599.56,3686.91,Estatal,1T20
10,Durango,2018,1,1.162,40.2,2334.94,2393.1,Estatal,1T20
11,Guanajuato,2018,1,0.9685,32.2,2580.59,2645.03,Estatal,1T20
12,Guerrero,2018,1,1.1629,65.5,1449.99,1486.14,Estatal,1T20
13,Hidalgo,2018,1,1.067,49.8,1935.59,1984.71,Estatal,1T20
14,Jalisco,2018,1,1.0485,25.1,3127.18,3204.19,Estatal,1T20
15,Estado de México,2018,1,1.0855,37.7,2464.78,2525.45,Estatal,1T20
16,Michoacán,2018,1,1.271,40.6,2323.15,2380.91,Estatal,1T20
17,Morelos,2018,1,1.1781,54.8,1802.48,1847.32,Estatal,1T20
18,Nayarit,2018,1,0.9989,31.7,2857.43,2928.6,Estatal,1T20
19,Nuevo León,2018,1,1.267,25.6,3343.38,3425.13,Estatal,1T20
20,Oaxaca,2018,1,1.1127,65.4,1369.49,1404.07,Estatal,1T20
21,Puebla,2018,1,1.1648,49.9,2088.43,2140.29,Estatal,1T20
22,Querétaro,2018,1,0.9778,34,2853.9,2924.65,Estatal,1T20
23,Quintana Roo,2018,1,1.0539,29.3,3400.86,3483.81,Estatal,1T20
